stamp,event,robot,role,x,y,raw
1779964603.091,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""waiting_for_target"", ""reason"": ""waiting_for_target"", ""requirement_refs"": [""REQ-004""], ""robots"": {""robot1"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}, ""robot2"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964603.0906239, ""target"": null, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964603.586,event,,,,,"{""event"": ""target_updated"", ""phase"": ""estimate_state"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964603.585264, ""target"": [0.9, 0.0], ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964603.591,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""estimate_state"", ""reason"": ""waiting_for_fresh_odometry"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""robots"": {""robot1"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}, ""robot2"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964603.590549, ""target"": {""x"": 0.9, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964604.091,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""estimate_state"", ""reason"": ""waiting_for_fresh_odometry"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""robots"": {""robot1"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}, ""robot2"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964604.0906122, ""target"": {""x"": 0.9, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964604.482,pose,robot1,unknown,-0.0000,-0.0000,
1779964604.482,pose,robot2,unknown,-0.0000,1.0000,
1779964604.516,pose,robot1,unknown,-0.0000,-0.0000,
1779964604.516,pose,robot2,unknown,-0.0000,1.0000,
1779964604.551,pose,robot1,unknown,-0.0000,-0.0000,
1779964604.551,pose,robot2,unknown,-0.0000,1.0000,
1779964604.585,event,,,,,"{""event"": ""target_updated"", ""phase"": ""estimate_state"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964604.584617, ""target"": [0.9, 0.0], ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964604.586,pose,robot1,unknown,-0.0000,-0.0000,
1779964604.586,pose,robot2,unknown,-0.0000,1.0000,
1779964604.591,role,robot1,leader,-0.0000,-0.0000,leader
1779964604.591,role,robot2,follower,-0.0000,1.0000,follower
1779964604.591,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""navigate"", ""reason"": ""assigned_leader_follower"", ""requirement_refs"": [""REQ-001"", ""REQ-003"", ""REQ-004"", ""REQ-006""], ""robots"": {""robot1"": {""last_goal"": {""x"": 0.9, ""y"": 0.0}, ""role"": ""leader"", ""x"": -3.15204287828876e-31, ""y"": -8.197065045424233e-64}, ""robot2"": {""last_goal"": {""x"": -0.8, ""y"": -1.548334508580133e-63}, ""role"": ""follower"", ""x"": -3.152043216047814e-31, ""y"": 1.0}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964604.5907493, ""target"": {""x"": 0.9, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964604.621,pose,robot1,leader,-0.0000,-0.0000,
1779964604.621,pose,robot2,follower,-0.0000,1.0000,
1779964604.656,pose,robot1,leader,-0.0000,-0.0000,
1779964604.656,pose,robot2,follower,-0.0000,1.0000,
1779964604.690,pose,robot1,leader,-0.0000,-0.0000,
1779964604.691,pose,robot2,follower,-0.0000,1.0000,
1779964604.726,pose,robot1,leader,0.0087,0.0000,
1779964604.726,pose,robot2,follower,-0.0000,1.0000,
1779964604.760,pose,robot1,leader,0.0175,0.0000,
1779964604.761,pose,robot2,follower,-0.0000,1.0000,
1779964604.796,pose,robot1,leader,0.0262,0.0000,
1779964604.796,pose,robot2,follower,-0.0000,1.0000,
1779964604.831,pose,robot1,leader,0.0350,0.0000,
1779964604.831,pose,robot2,follower,-0.0000,1.0000,
1779964604.866,pose,robot1,leader,0.0437,0.0000,
1779964604.866,pose,robot2,follower,-0.0000,1.0000,
1779964604.901,pose,robot1,leader,0.0525,0.0000,
1779964604.901,pose,robot2,follower,-0.0000,1.0000,
1779964604.936,pose,robot1,leader,0.0612,0.0000,
1779964604.936,pose,robot2,follower,-0.0000,1.0000,
1779964604.971,pose,robot1,leader,0.0700,0.0000,
1779964604.971,pose,robot2,follower,-0.0000,1.0000,
1779964605.006,pose,robot1,leader,0.0787,0.0000,
1779964605.006,pose,robot2,follower,-0.0000,1.0000,
1779964605.041,pose,robot1,leader,0.0875,0.0000,
1779964605.041,pose,robot2,follower,-0.0000,1.0000,
1779964605.076,pose,robot1,leader,0.0962,0.0000,
1779964605.076,pose,robot2,follower,-0.0000,1.0000,
1779964605.091,role,robot1,leader,0.0962,0.0000,leader
1779964605.091,role,robot2,follower,-0.0000,1.0000,follower
1779964605.091,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""navigate"", ""reason"": ""assigned_leader_follower"", ""requirement_refs"": [""REQ-001"", ""REQ-003"", ""REQ-004"", ""REQ-006""], ""robots"": {""robot1"": {""last_goal"": {""x"": 0.9, ""y"": 0.0}, ""role"": ""leader"", ""x"": 0.09624999991876079, ""y"": 4.675973976481472e-12}, ""robot2"": {""last_goal"": {""x"": -0.7037500000812392, ""y"": 9.330131588683122e-12}, ""role"": ""follower"", ""x"": -1.896114398689507e-12, ""y"": 0.9999999999995624}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964605.0906568, ""target"": {""x"": 0.9, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964605.110,pose,robot1,leader,0.1050,0.0000,
1779964605.111,pose,robot2,follower,-0.0000,1.0000,
1779964605.146,pose,robot2,follower,-0.0000,1.0000,
1779964605.146,pose,robot1,leader,0.1137,0.0000,
1779964605.181,pose,robot1,leader,0.1225,0.0000,
1779964605.181,pose,robot2,follower,-0.0000,1.0000,
1779964605.216,pose,robot2,follower,-0.0000,1.0000,
1779964605.216,pose,robot1,leader,0.1312,0.0000,
1779964605.251,pose,robot1,leader,0.1400,0.0000,
1779964605.251,pose,robot2,follower,0.0000,1.0000,
1779964605.285,pose,robot1,leader,0.1487,0.0000,
1779964605.286,pose,robot2,follower,-0.0000,1.0000,
1779964605.321,pose,robot1,leader,0.1575,0.0000,
1779964605.321,pose,robot2,follower,-0.0000,1.0000,
1779964605.355,pose,robot2,follower,-0.0000,1.0000,
1779964605.356,pose,robot1,leader,0.1662,0.0000,
1779964605.390,pose,robot1,leader,0.1750,0.0000,
1779964605.391,pose,robot2,follower,-0.0000,1.0000,
1779964605.425,pose,robot1,leader,0.1837,0.0000,
1779964605.426,pose,robot2,follower,-0.0000,1.0000,
1779964605.460,pose,robot1,leader,0.1925,0.0000,
1779964605.461,pose,robot2,follower,-0.0000,1.0000,
1779964605.495,pose,robot1,leader,0.2012,0.0000,
1779964605.495,pose,robot2,follower,-0.0000,1.0000,
1779964605.531,pose,robot1,leader,0.2100,0.0000,
1779964605.531,pose,robot2,follower,-0.0000,1.0000,
1779964605.566,pose,robot1,leader,0.2187,0.0000,
1779964605.566,pose,robot2,follower,-0.0000,1.0000,
1779964605.585,event,,,,,"{""event"": ""target_updated"", ""phase"": ""estimate_state"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964605.584709, ""target"": [0.9, 0.0], ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964605.591,role,robot1,leader,0.2187,0.0000,leader
1779964605.591,role,robot2,follower,-0.0000,1.0000,follower
