stamp,event,robot,role,x,y,raw
1779964616.748,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""waiting_for_target"", ""reason"": ""waiting_for_target"", ""requirement_refs"": [""REQ-004""], ""robots"": {""robot1"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}, ""robot2"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964616.747775, ""target"": null, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964617.243,event,,,,,"{""event"": ""target_updated"", ""phase"": ""estimate_state"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964617.242432, ""target"": [1.5, 0.0], ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964617.248,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""estimate_state"", ""reason"": ""waiting_for_fresh_odometry"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""robots"": {""robot1"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}, ""robot2"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964617.247718, ""target"": {""x"": 1.5, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964617.748,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""estimate_state"", ""reason"": ""waiting_for_fresh_odometry"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""robots"": {""robot1"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}, ""robot2"": {""last_goal"": null, ""role"": ""idle"", ""x"": null, ""y"": null}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964617.7477808, ""target"": {""x"": 1.5, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964618.147,pose,robot1,unknown,-0.0000,-0.0000,
1779964618.147,pose,robot2,unknown,-0.0000,1.0000,
1779964618.180,pose,robot1,unknown,-0.0000,-0.0000,
1779964618.180,pose,robot2,unknown,-0.0000,1.0000,
1779964618.215,pose,robot1,unknown,-0.0000,-0.0000,
1779964618.215,pose,robot2,unknown,-0.0000,1.0000,
1779964618.243,event,,,,,"{""event"": ""target_updated"", ""phase"": ""estimate_state"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964618.2424393, ""target"": [1.5, 0.0], ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964618.248,role,robot1,leader,-0.0000,-0.0000,leader
1779964618.248,role,robot2,follower,-0.0000,1.0000,follower
1779964618.248,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""navigate"", ""reason"": ""assigned_leader_follower"", ""requirement_refs"": [""REQ-001"", ""REQ-003"", ""REQ-004"", ""REQ-006""], ""robots"": {""robot1"": {""last_goal"": {""x"": 1.5, ""y"": 0.0}, ""role"": ""leader"", ""x"": -3.152042878192204e-31, ""y"": -8.197065044922036e-64}, ""robot2"": {""last_goal"": {""x"": -0.8, ""y"": -1.2568833068880454e-63}, ""role"": ""follower"", ""x"": -3.152043215942179e-31, ""y"": 1.0}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964618.2478, ""target"": {""x"": 1.5, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964618.250,pose,robot2,follower,-0.0000,1.0000,
1779964618.250,pose,robot1,leader,-0.0000,-0.0000,
1779964618.285,pose,robot1,leader,0.0087,0.0000,
1779964618.285,pose,robot2,follower,-0.0000,1.0000,
1779964618.320,pose,robot1,leader,0.0175,0.0000,
1779964618.320,pose,robot2,follower,-0.0000,1.0000,
1779964618.355,pose,robot2,follower,-0.0000,1.0000,
1779964618.355,pose,robot1,leader,0.0262,0.0000,
1779964618.391,pose,robot1,leader,0.0350,0.0000,
1779964618.391,pose,robot2,follower,-0.0000,1.0000,
1779964618.426,pose,robot2,follower,-0.0000,1.0000,
1779964618.426,pose,robot1,leader,0.0437,0.0000,
1779964618.460,pose,robot2,follower,-0.0000,1.0000,
1779964618.460,pose,robot1,leader,0.0525,0.0000,
1779964618.495,pose,robot1,leader,0.0612,0.0000,
1779964618.496,pose,robot2,follower,-0.0000,1.0000,
1779964618.531,pose,robot1,leader,0.0700,0.0000,
1779964618.531,pose,robot2,follower,-0.0000,1.0000,
1779964618.566,pose,robot2,follower,-0.0000,1.0000,
1779964618.566,pose,robot1,leader,0.0787,0.0000,
1779964618.600,pose,robot2,follower,-0.0000,1.0000,
1779964618.600,pose,robot1,leader,0.0875,0.0000,
1779964618.635,pose,robot2,follower,-0.0000,1.0000,
1779964618.635,pose,robot1,leader,0.0962,0.0000,
1779964618.670,pose,robot2,follower,-0.0000,1.0000,
1779964618.670,pose,robot1,leader,0.1050,0.0000,
1779964618.706,pose,robot1,leader,0.1137,0.0000,
1779964618.706,pose,robot2,follower,-0.0000,1.0000,
1779964618.741,pose,robot1,leader,0.1225,0.0000,
1779964618.741,pose,robot2,follower,-0.0000,1.0000,
1779964618.748,role,robot1,leader,0.1225,0.0000,leader
1779964618.748,role,robot2,follower,-0.0000,1.0000,follower
1779964618.748,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""navigate"", ""reason"": ""assigned_leader_follower"", ""requirement_refs"": [""REQ-001"", ""REQ-003"", ""REQ-004"", ""REQ-006""], ""robots"": {""robot1"": {""last_goal"": {""x"": 1.5, ""y"": 0.0}, ""role"": ""leader"", ""x"": 0.12249999991489845, ""y"": 6.498189762136405e-12}, ""robot2"": {""last_goal"": {""x"": -0.6775000000851016, ""y"": 1.027209307203692e-11}, ""role"": ""follower"", ""x"": -8.419117064595712e-13, ""y"": 0.9999999999989453}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964618.7477727, ""target"": {""x"": 1.5, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964618.775,pose,robot2,follower,-0.0000,1.0000,
1779964618.775,pose,robot1,leader,0.1312,0.0000,
1779964618.811,pose,robot1,leader,0.1400,0.0000,
1779964618.811,pose,robot2,follower,0.0000,1.0000,
1779964618.846,pose,robot2,follower,-0.0000,1.0000,
1779964618.846,pose,robot1,leader,0.1487,0.0000,
1779964618.880,pose,robot1,leader,0.1575,0.0000,
1779964618.880,pose,robot2,follower,-0.0000,1.0000,
1779964618.915,pose,robot2,follower,-0.0000,1.0000,
1779964618.915,pose,robot1,leader,0.1662,0.0000,
1779964618.950,pose,robot2,follower,-0.0000,1.0000,
1779964618.951,pose,robot1,leader,0.1750,0.0000,
1779964618.986,pose,robot1,leader,0.1837,0.0000,
1779964618.986,pose,robot2,follower,-0.0000,1.0000,
1779964619.021,pose,robot1,leader,0.1925,0.0000,
1779964619.021,pose,robot2,follower,-0.0000,1.0000,
1779964619.056,pose,robot1,leader,0.2012,0.0000,
1779964619.056,pose,robot2,follower,-0.0000,1.0000,
1779964619.090,pose,robot1,leader,0.2100,0.0000,
1779964619.090,pose,robot2,follower,-0.0000,1.0000,
1779964619.125,pose,robot1,leader,0.2187,0.0000,
1779964619.126,pose,robot2,follower,-0.0000,1.0000,
1779964619.160,pose,robot2,follower,-0.0000,1.0000,
1779964619.160,pose,robot1,leader,0.2275,0.0000,
1779964619.195,pose,robot2,follower,-0.0000,1.0000,
1779964619.196,pose,robot1,leader,0.2362,0.0000,
1779964619.230,pose,robot2,follower,-0.0000,1.0000,
1779964619.230,pose,robot1,leader,0.2450,0.0000,
1779964619.243,event,,,,,"{""event"": ""target_updated"", ""phase"": ""estimate_state"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964619.2422857, ""target"": [1.5, 0.0], ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964619.248,role,robot1,leader,0.2450,0.0000,leader
1779964619.248,role,robot2,follower,-0.0000,1.0000,follower
1779964619.248,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""navigate"", ""reason"": ""assigned_leader_follower"", ""requirement_refs"": [""REQ-001"", ""REQ-003"", ""REQ-004"", ""REQ-006""], ""robots"": {""robot1"": {""last_goal"": {""x"": 1.5, ""y"": 0.0}, ""role"": ""leader"", ""x"": 0.24499999989693108, ""y"": 1.5594162948782796e-11}, ""robot2"": {""last_goal"": {""x"": -0.5550000001030689, ""y"": 2.5534665226074972e-11}, ""role"": ""follower"", ""x"": -1.6606948598560047e-12, ""y"": 1.0000000000003095}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964619.247757, ""target"": {""x"": 1.5, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964619.265,pose,robot1,leader,0.2537,0.0000,
1779964619.265,pose,robot2,follower,-0.0000,1.0000,
1779964619.300,pose,robot2,follower,-0.0000,1.0000,
1779964619.300,pose,robot1,leader,0.2625,0.0000,
1779964619.335,pose,robot2,follower,-0.0000,1.0000,
1779964619.335,pose,robot1,leader,0.2712,0.0000,
1779964619.370,pose,robot2,follower,-0.0000,1.0000,
1779964619.370,pose,robot1,leader,0.2800,0.0000,
1779964619.405,pose,robot1,leader,0.2887,0.0000,
1779964619.405,pose,robot2,follower,-0.0000,1.0000,
1779964619.440,pose,robot1,leader,0.2975,0.0000,
1779964619.440,pose,robot2,follower,-0.0000,1.0000,
1779964619.475,pose,robot1,leader,0.3062,0.0000,
1779964619.475,pose,robot2,follower,-0.0000,1.0000,
1779964619.510,pose,robot1,leader,0.3150,0.0000,
1779964619.510,pose,robot2,follower,-0.0000,1.0000,
1779964619.545,pose,robot1,leader,0.3237,0.0000,
1779964619.545,pose,robot2,follower,-0.0000,1.0000,
1779964619.580,pose,robot1,leader,0.3325,0.0000,
1779964619.580,pose,robot2,follower,-0.0000,1.0000,
1779964619.615,pose,robot2,follower,-0.0000,1.0000,
1779964619.615,pose,robot1,leader,0.3412,0.0000,
1779964619.650,pose,robot2,follower,-0.0000,1.0000,
1779964619.650,pose,robot1,leader,0.3500,0.0000,
1779964619.685,pose,robot1,leader,0.3587,0.0000,
1779964619.685,pose,robot2,follower,-0.0000,1.0000,
1779964619.720,pose,robot2,follower,-0.0000,1.0000,
1779964619.720,pose,robot1,leader,0.3675,0.0000,
1779964619.748,role,robot1,leader,0.3675,0.0000,leader
1779964619.748,role,robot2,follower,-0.0000,1.0000,follower
1779964619.748,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""navigate"", ""reason"": ""assigned_leader_follower"", ""requirement_refs"": [""REQ-001"", ""REQ-003"", ""REQ-004"", ""REQ-006""], ""robots"": {""robot1"": {""last_goal"": {""x"": 1.5, ""y"": 0.0}, ""role"": ""leader"", ""x"": 0.3674999998790116, ""y"": 2.4621697364082544e-11}, ""robot2"": {""last_goal"": {""x"": -0.43250000012098844, ""y"": 4.201450786223858e-11}, ""role"": ""follower"", ""x"": -1.5900406884260955e-12, ""y"": 0.9999999999934678}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964619.7478054, ""target"": {""x"": 1.5, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964619.755,pose,robot2,follower,-0.0002,0.9988,
1779964619.755,pose,robot1,leader,0.3762,0.0000,
1779964619.790,pose,robot2,follower,-0.0019,0.9902,
1779964619.790,pose,robot1,leader,0.3850,0.0000,
1779964619.825,pose,robot1,leader,0.3937,0.0000,
1779964619.825,pose,robot2,follower,-0.0038,0.9816,
1779964619.860,pose,robot1,leader,0.4025,0.0000,
1779964619.860,pose,robot2,follower,-0.0058,0.9731,
1779964619.895,pose,robot1,leader,0.4112,0.0000,
1779964619.895,pose,robot2,follower,-0.0079,0.9646,
1779964619.930,pose,robot1,leader,0.4200,0.0000,
1779964619.931,pose,robot2,follower,-0.0101,0.9562,
1779964619.965,pose,robot1,leader,0.4287,0.0000,
1779964619.966,pose,robot2,follower,-0.0125,0.9477,
1779964620.000,pose,robot1,leader,0.4375,0.0000,
1779964620.001,pose,robot2,follower,-0.0149,0.9393,
1779964620.035,pose,robot2,follower,-0.0174,0.9310,
1779964620.036,pose,robot1,leader,0.4462,0.0000,
1779964620.070,pose,robot2,follower,-0.0200,0.9226,
1779964620.070,pose,robot1,leader,0.4550,0.0000,
1779964620.105,pose,robot2,follower,-0.0227,0.9143,
1779964620.105,pose,robot1,leader,0.4637,0.0000,
1779964620.140,pose,robot2,follower,-0.0255,0.9060,
1779964620.140,pose,robot1,leader,0.4725,0.0000,
1779964620.175,pose,robot1,leader,0.4812,0.0000,
1779964620.175,pose,robot2,follower,-0.0283,0.8977,
1779964620.210,pose,robot1,leader,0.4900,0.0000,
1779964620.210,pose,robot2,follower,-0.0312,0.8894,
1779964620.243,event,,,,,"{""event"": ""target_updated"", ""phase"": ""estimate_state"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964620.2422924, ""target"": [1.5, 0.0], ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964620.245,pose,robot1,leader,0.4987,0.0000,
1779964620.245,pose,robot2,follower,-0.0341,0.8812,
1779964620.248,role,robot1,leader,0.4987,0.0000,leader
1779964620.248,role,robot2,follower,-0.0341,0.8812,follower
1779964620.248,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""navigate"", ""reason"": ""assigned_leader_follower"", ""requirement_refs"": [""REQ-001"", ""REQ-003"", ""REQ-004"", ""REQ-006""], ""robots"": {""robot1"": {""last_goal"": {""x"": 1.5, ""y"": 0.0}, ""role"": ""leader"", ""x"": 0.49874999985983204, ""y"": 3.3376312017546726e-11}, ""robot2"": {""last_goal"": {""x"": -0.301250000140168, ""y"": 6.00440269841379e-11}, ""role"": ""follower"", ""x"": -0.03409304404116961, ""y"": 0.8811753146982262}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964620.2477605, ""target"": {""x"": 1.5, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964620.280,pose,robot2,follower,-0.0371,0.8729,
1779964620.280,pose,robot1,leader,0.5075,0.0000,
1779964620.315,pose,robot2,follower,-0.0400,0.8647,
1779964620.315,pose,robot1,leader,0.5162,0.0000,
1779964620.350,pose,robot2,follower,-0.0429,0.8564,
1779964620.350,pose,robot1,leader,0.5250,0.0000,
1779964620.385,pose,robot2,follower,-0.0458,0.8482,
1779964620.385,pose,robot1,leader,0.5337,0.0000,
1779964620.420,pose,robot1,leader,0.5425,0.0000,
1779964620.420,pose,robot2,follower,-0.0486,0.8399,
1779964620.455,pose,robot2,follower,-0.0514,0.8316,
